Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
GHC,GRAHAM HOLDINGS COMPANY CO CLASS B,Equity,0.0150,340.16,12078,$4108452,-,Consumer Discretionary,2942003,US9396401088,New York Stock Exchange Inc.
AZO,AUTOZONE INC,Equity,0.0824,323.59,69909,$22621853,-,Consumer Discretionary,2065955,US0533321024,New York Stock Exchange Inc.
CMG,CHIPOTLE MEXICAN GRILL INC,Equity,0.0922,336.12,75292,$25307147,-,Consumer Discretionary,B0X7DZ3,US1696561059,New York Stock Exchange Inc.
SHLD,SEARS HOLDINGS CORP,Equity,0.0264,78.18,92700,$7247286,-,Consumer Discretionary,2634805,US8123501061,NASDAQ
ISRG,INTUITIVE SURGICAL INC,Equity,0.1484,433.86,93937,$40755507,-,Health Care,2871301,US46120E6023,NASDAQ
GAS.2,NICOR INC,Equity,0.0224,56.25,109362,$6151613,-,Utilities,2639509,US6540861076,New York Stock Exchange Inc.
DNB,DUN & BRADSTREET CORP,Equity,0.0289,66.86,118518,$7924113,-,Industrials,2636254,US26483E1001,New York Stock Exchange Inc.
AN,AUTONATION INC,Equity,0.0169,38.94,119216,$4642271,-,Consumer Discretionary,2732635,US05329W1027,New York Stock Exchange Inc.
PCLN,PRICELINE GROUP INC/THE,Equity,0.2211,507.72,119554,$60699957,-,Consumer Discretionary,2779063,US7415034039,NASDAQ
R,RYDER SYSTEM INC,Equity,0.0229,50.94,123384,$6285181,-,Industrials,2760669,US7835491082,New York Stock Exchange Inc.
NFLX,NETFLIX INC,Equity,0.0377,82.08,125985,$10340849,-,Consumer Discretionary,2857817,US64110L1061,NASDAQ
FLS,FLOWSERVE CORP,Equity,0.0451,92.69,133698,$12392468,-,Industrials,2288406,US34354P1057,New York Stock Exchange Inc.
SNA,SNAP-ON INC.,Equity,0.0274,53.67,140220,$7525607,-,Industrials,2818740,US8330341012,New York Stock Exchange Inc.
FSLR,FIRST SOLAR INC,Equity,0.0255,49.77,140683,$7001793,-,Information Technology,B1HMF22,US3364331070,NASDAQ
GWW,WW GRAINGER INC,Equity,0.0911,171.31,146056,$25020853,-,Industrials,2380863,US3848021040,New York Stock Exchange Inc.
DV,DEVRY EDUCATION GROUP INC,Equity,0.0204,37.68,148512,$5595932,-,Consumer Discretionary,2267609,US2518931033,New York Stock Exchange Inc.
RL,RALPH LAUREN CORPORATION,Equity,0.0900,158.79,155585,$24705342,-,Consumer Discretionary,B4V9661,US7512121010,New York Stock Exchange Inc.
BIG,BIG LOTS INC.,Equity,0.0217,37.69,157926,$5952231,-,Consumer Discretionary,2218447,US0893021032,New York Stock Exchange Inc.
MX4A,CME GROUP INC CLASS A,Equity,0.1611,275.56,160561,$44244189,-,Financials,B012KV5,US12572Q1058,Boerse Berlin
ARG,AIRGAS INC,Equity,0.0410,68.95,163154,$11249468,-,Materials,2011561,US0093631028,New York Stock Exchange Inc.
DO,DIAMOND OFFSHORE DRILLING INC,Equity,0.0398,65.54,166649,$10922175,-,Energy,2261021,US25271C1027,New York Stock Exchange Inc.
