Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
GHC,GRAHAM HOLDINGS COMPANY CO CLASS B,Equity,0.0144,378.17,11502,$4349711,-,Consumer Discretionary,2942003,US9396401088,New York Stock Exchange Inc.
AZO,AUTOZONE INC,Equity,0.0852,396.16,64905,$25712765,-,Consumer Discretionary,2065955,US0533321024,New York Stock Exchange Inc.
CMG,CHIPOTLE MEXICAN GRILL INC,Equity,0.1024,414.15,74648,$30915469,-,Consumer Discretionary,B0X7DZ3,US1696561059,New York Stock Exchange Inc.
SHLD,SEARS HOLDINGS CORP,Equity,0.0163,53.78,91480,$4919794,-,Consumer Discretionary,2634805,US8123501061,NASDAQ
ISRG,INTUITIVE SURGICAL INC,Equity,0.1796,578.20,93753,$54207985,-,Health Care,2871301,US46120E6023,NASDAQ
AN,AUTONATION INC,Equity,0.0123,34.58,107254,$3708843,-,Consumer Discretionary,2732635,US05329W1027,New York Stock Exchange Inc.
DNB,DUN & BRADSTREET CORP,Equity,0.0294,77.78,114147,$8878354,-,Industrials,2636254,US26483E1001,New York Stock Exchange Inc.
PCLN,PRICELINE GROUP INC/THE,Equity,0.2997,760.82,118865,$90434869,-,Consumer Discretionary,2779063,US7415034039,NASDAQ
R,RYDER SYSTEM INC,Equity,0.0197,48.72,122316,$5959236,-,Industrials,2760669,US7835491082,New York Stock Exchange Inc.
FOSL,FOSSIL GROUP INC.,Equity,0.0534,130.67,123379,$16121934,-,Consumer Discretionary,2346627,US3498821004,NASDAQ
FLS,FLOWSERVE CORP,Equity,0.0496,114.93,130248,$14969403,-,Industrials,2288406,US34354P1057,New York Stock Exchange Inc.
NFLX,NETFLIX INC,Equity,0.0350,80.14,131686,$10553316,-,Consumer Discretionary,2857817,US64110L1061,NASDAQ
SNA,SNAP-ON INC.,Equity,0.0289,62.54,139588,$8729834,-,Industrials,2818740,US8330341012,New York Stock Exchange Inc.
FSLR,FIRST SOLAR INC,Equity,0.0086,18.40,140648,$2587923,-,Information Technology,B1HMF22,US3364331070,NASDAQ
DV,DEVRY EDUCATION GROUP INC,Equity,0.0152,32.15,142826,$4591856,-,Consumer Discretionary,2267609,US2518931033,New York Stock Exchange Inc.
GWW,WW GRAINGER INC,Equity,0.1003,207.82,145699,$30279166,-,Industrials,2380863,US3848021040,New York Stock Exchange Inc.
RL,RALPH LAUREN CORPORATION,Equity,0.0878,172.27,153885,$26509769,-,Consumer Discretionary,B4V9661,US7512121010,New York Stock Exchange Inc.
CF,CF INDUSTRIES HOLDINGS INC,Equity,0.1000,193.06,156383,$30191302,-,Materials,B0G4K50,US1252691001,New York Stock Exchange Inc.
BIG,BIG LOTS INC.,Equity,0.0190,36.64,156825,$5746068,-,Consumer Discretionary,2218447,US0893021032,New York Stock Exchange Inc.
MX4A,CME GROUP INC CLASS A,Equity,0.1397,265.82,158564,$42149482,-,Financials,B012KV5,US12572Q1058,Boerse Berlin
ARG,AIRGAS INC,Equity,0.0499,91.64,164276,$15054253,-,Materials,2011561,US0093631028,New York Stock Exchange Inc.
DO,DIAMOND OFFSHORE DRILLING INC,Equity,0.0378,68.55,166250,$11396438,-,Energy,2261021,US25271C1027,New York Stock Exchange Inc.
FMC,FMC CORP,Equity,0.0611,110.45,166924,$18436756,-,Materials,2328603,US3024913036,New York Stock Exchange Inc.
HAR,HARMAN INTERNATIONAL INDUSTRIES IN,Equity,0.0276,49.58,167821,$8320565,-,Consumer Discretionary,2411138,US4130861093,New York Stock Exchange Inc.
NVLS,NOVELLUS SYSTEMS INC.,Equity,0.0262,46.75,168874,$7894860,-,Information Technology,2650748,US6700081010,NASDAQ
LXK,LEXMARK INTERNATIONAL INC.,Equity,0.0169,30.10,169353,$5097525,-,Information Technology,2511908,US5297711070,New York Stock Exchange Inc.
ICE,INTERCONTINENTALEXCHANGE INC.,Equity,0.0762,133.04,172803,$22989711,-,Financials,B0PBS81,US45865V1008,New York Stock Exchange Inc.
WHR,WHIRLPOOL CORP,Equity,0.0389,64.02,183216,$11729488,-,Consumer Discretionary,2960384,US9633201069,New York Stock Exchange Inc.
TEG,INTEGRYS ENERGY GROUP INC.,Equity,0.0339,54.64,187241,$10230848,-,Utilities,2982098,US45822P1057,New York Stock Exchange Inc.
FFIV,F5 NETWORKS INC,Equity,0.0837,133.93,188544,$25251698,-,Information Technology,2427599,US3156161024,NASDAQ
